codex	ACCOUNT-ID-REDACTED	sircuteskingdom-team
codex	ACCOUNT-ID-REDACTED	sircuteskingdom-plus
codex	ACCOUNT-ID-REDACTED	allusions-team
codex	ACCOUNT-ID-REDACTED	allusions-plus
claude	ACCOUNT-ID-REDACTED	bartenderidiot
claude	ACCOUNT-ID-REDACTED	sircuteskingdom
claude	ACCOUNT-ID-REDACTED	allusionstoograndeur
